"Opponent_Manager_Team","Year","Manager_Team","Week","Outcome","Matchup.1","Score","Opponent_Score","Win","Total_Score","Week_Num","Season","Manager","Opponent_Manager"
"SUCK MY DITKA",2015,"Cheap Vodka","6","Loss",131.64,131.64,152.58,0,284.22,6,"Regular Season","Joe","Soda"
"SUCK MY DITKA",2015,"Admiral Ackbar's Ass","Playoffs 5th","Win",115.84,115.84,110.58,1,226.42,15,"Post Season","Greco","Soda"
"SUCK MY DITKA",2015,"Slob on my Cobb","8","Loss",81.98,81.98,133.74,0,215.72,8,"Regular Season","Spencer","Soda"
"SUCK MY DITKA",2015,"Circle Joique","Playoffs Qtr","Win",99.8,99.8,93.74,1,193.54,14,"Post Season","Mike","Soda"
"SUCK MY DITKA",2015,"Show Me Your TD's","7","Loss",107,107,117.7,0,224.7,7,"Regular Season","Jon","Soda"
"SUCK MY DITKA",2015,"Admiral Ackbar's Ass","12","Win",109.9,109.9,88.1,1,198,12,"Regular Season","Greco","Soda"
"SUCK MY DITKA",2015,"The Derek Carrs","5","Loss",78.3,78.3,140.6,0,218.9,5,"Regular Season","Tony","Soda"
"SUCK MY DITKA",2015,"Circle Joique","10","Win",131.72,131.72,69.56,1,201.28,10,"Regular Season","Mike","Soda"
"SUCK MY DITKA",2016,"Jordy oz. to Freedom","11","Win",107.04,107.04,98.8,1,205.84,11,"Regular Season","Spencer","Soda"
"SUCK MY DITKA",2016,"Steelers SIXcess","4","Win",109.6,109.6,70.78,1,180.38,4,"Regular Season","Toney","Soda"
"SUCK MY DITKA",2016,"Fuck Gronks bitchass","3","Loss",74.48,74.48,113.04,0,187.52,3,"Regular Season","Tony","Soda"
"SUCK MY DITKA",2016,"Wilfork on 1st Date","1","Loss",99.14,99.14,127.82,0,226.96,1,"Regular Season","Matt","Soda"
"SUCK MY DITKA",2016,"Show Me Your TD's","Playoffs Qtr","Win",72.34,72.34,68.18,1,140.52,14,"Post Season","Jon","Soda"
"SUCK MY DITKA",2016,"Team Zekeachu","2","Loss",94.8,94.8,107.42,0,202.22,2,"Regular Season","Pender","Soda"
"SUCK MY DITKA",2016,"Ginger Kids","9","Win",136.84,136.84,106.82,1,243.66,9,"Regular Season","Dan","Soda"
"SUCK MY DITKA",2016,"Admiral Ackbar's Ass","6","Loss",96.7,96.7,132.4,0,229.1,6,"Regular Season","Greco","Soda"
"SUCK MY DITKA",2016,"Cheap Vodka","7","Loss",95.34,95.34,103.52,0,198.86,7,"Regular Season","Joe","Soda"
"SUCK MY DITKA",2016,"Bell's Potslam","8","Win",102.2,102.2,97.1,1,199.3,8,"Regular Season","Mike","Soda"
"SUCK MY DITKA",2016,"Admiral Ackbar's Ass","Playoffs 5th","Loss",85.16,85.16,93.4,0,178.56,15,"Post Season","Greco","Soda"
"SUCK MY DITKA",2016,"Team Zekeachu","13","Win",131.74,131.74,104.94,1,236.68,13,"Regular Season","Pender","Soda"
"SUCK MY DITKA",2016,"Thunder Horse","5","Loss",82.36,82.36,125.16,0,207.52,5,"Regular Season","Colin","Soda"
"SUCK MY DITKA",2016,"Show Me Your TD's","10","Loss",73.56,73.56,91.82,0,165.38,10,"Regular Season","Jon","Soda"
"SUCK MY DITKA",2016,"Wilfork on 1st Date","12","Loss",80.66,80.66,129.7,0,210.36,12,"Regular Season","Matt","Soda"
"SUCK MY DITKA!",2017,"Admiral Ackbar's Ass","6","Loss",80.98,80.98,114.86,0,195.84,6,"Regular Season","Greco","Soda"
"SUCK MY DITKA!",2017,"Team Carrizard","2","Win",118.5,118.5,47.92,1,166.42,2,"Regular Season","Pender","Soda"
"SUCK MY DITKA!",2017,"The Dakstreet Boys","Playoffs Semi","Loss",102.68,102.68,135.38,0,238.06,15,"Post Season","Matt","Soda"
"SUCK MY DITKA!",2017,"Show Me Your TD's","10","Loss",76.56,76.56,144.46,0,221.02,10,"Regular Season","Jon","Soda"
"SUCK MY DITKA!",2017,"The Dakstreet Boys","12","Loss",73.3,73.3,102.12,0,175.42,12,"Regular Season","Matt","Soda"
"SUCK MY DITKA!",2017,"Mr. Thiel Your Gurl","11","Loss",92,92,104.64,0,196.64,11,"Regular Season","Spencer","Soda"
"SUCK MY DITKA!",2017,"Team Carrizard","13","Loss",69.6,69.6,116.96,0,186.56,13,"Regular Season","Pender","Soda"
"SUCK MY DITKA!",2017,"The Dakstreet Boys","1","Win",94.42,94.42,77.84,1,172.26,1,"Regular Season","Matt","Soda"
"SUCK MY DITKA!",2017,"He Hate Me","8","Loss",101.94,101.94,134.46,0,236.4,8,"Regular Season","Mike","Soda"
"SUCK MY DITKA!",2017,"Cheap Vodka","7","Loss",84.66,84.66,122.44,0,207.1,7,"Regular Season","Joe","Soda"
"SUCK MY DITKA!",2017,"Ginger Kids","Playoffs Champ","Loss",71.82,71.82,106.44,0,178.26,16,"Post Season","Dan","Soda"
"SUCK MY DITKA!",2017,"Steelers SIXcess","4","Loss",62.78,62.78,135.46,0,198.24,4,"Regular Season","Toney","Soda"
"SUCK MY DITKA!",2017,"Thunder Horse","5","Loss",69.22,69.22,86.6,0,155.82,5,"Regular Season","Colin","Soda"
"SUCK MY DITKA!",2017,"Ginger Kids","9","Win",96.32,96.32,82.78,1,179.1,9,"Regular Season","Dan","Soda"
"SUCK MY DITKA!",2017,"The Cucumber Curse","3","Win",88.52,88.52,73.28,1,161.8,3,"Regular Season","Tony","Soda"
"SUCK MY DITKA!!",2018,"Cousin's Familia","10","Loss",102.8,102.8,107.44,0,210.24,10,"Regular Season","Mike","Soda"
"SUCK MY DITKA!!",2018,"Show Me Your TD's","12","Loss",86.22,86.22,89.82,0,176.04,12,"Regular Season","Jon","Soda"
"SUCK MY DITKA!!",2018,"Suh Girls One Kupp","Playoffs Champ","Loss",114.16,114.16,127.14,0,241.3,16,"Post Season","Nic","Soda"
"SUCK MY DITKA!!",2018,"A bunch of Jerry's","5","Win",135.84,135.84,103.82,1,239.66,5,"Regular Season","Tony","Soda"
"SUCK MY DITKA!!",2018,"Thunder Horse","3","Loss",89.86,89.86,100.48,0,190.34,3,"Regular Season","Colin","Soda"
"SUCK MY DITKA!!",2018,"Daniel's Stormies","9","Loss",110.82,110.82,113.1,0,223.92,9,"Regular Season","Dan","Soda"
"SUCK MY DITKA!!",2018,"Show Me Your TD's","1","Loss",76.04,76.04,87.32,0,163.36,1,"Regular Season","Jon","Soda"
"SUCK MY DITKA!!",2018,"Steelers SIXcess","2","Loss",83.26,83.26,98.94,0,182.2,2,"Regular Season","Toney","Soda"
"SUCK MY DITKA!!",2018,"Suh Girls One Kupp","4","Win",127.28,127.28,100.28,1,227.56,4,"Regular Season","Nic","Soda"
"SUCK MY DITKA!!",2018,"Gronkey Kong","6","Win",124.36,124.36,113.18,1,237.54,6,"Regular Season","Matt","Soda"
"SUCK MY DITKA!!",2018,"Steelers SIXcess","13","Loss",90.4,90.4,95.1,0,185.5,13,"Regular Season","Toney","Soda"
"SUCK MY DITKA!!",2018,"MR. T's Cereal","Playoffs Semi","Loss",77.52,77.52,112.78,0,190.3,15,"Post Season","Joe","Soda"
"SUCK MY DITKA!!",2018,"MR. T's Cereal","8","Loss",120.42,120.42,140.62,0,261.04,8,"Regular Season","Joe","Soda"
"SUCK MY DITKA!!",2018,"Ridley Me That","11","Win",142.52,142.52,72.8,1,215.32,11,"Regular Season","Spencer","Soda"
"SUCK MY DITKA!!",2018,"Admiral Ackbar's Ass","7","Loss",96.8,96.8,98.96,0,195.76,7,"Regular Season","Greco","Soda"
"Suh Girls One Kupp",2018,"Gronkey Kong","7","Loss",88.86,88.86,89.98,0,178.84,7,"Regular Season","Matt","Nic"
"Suh Girls One Kupp",2018,"Steelers SIXcess","3","Loss",83.7,83.7,99.58,0,183.28,3,"Regular Season","Toney","Nic"
"Suh Girls One Kupp",2018,"A bunch of Jerry's","6","Loss",114.5,114.5,151.66,0,266.16,6,"Regular Season","Tony","Nic"
"Suh Girls One Kupp",2018,"Thunder Horse","5","Loss",107,107,132.12,0,239.12,5,"Regular Season","Colin","Nic"
"Suh Girls One Kupp",2018,"Show Me Your TD's","13","Loss",66.16,66.16,91.2,0,157.36,13,"Regular Season","Jon","Nic"
"Suh Girls One Kupp",2018,"Daniel's Stormies","Playoffs Semi","Loss",63.18,63.18,113.78,0,176.96,15,"Post Season","Dan","Nic"
"Suh Girls One Kupp",2018,"Ridley Me That","1","Loss",77.34,77.34,92.84,0,170.18,1,"Regular Season","Spencer","Nic"
"Suh Girls One Kupp",2018,"Show Me Your TD's","2","Win",111.1,111.1,105.48,1,216.58,2,"Regular Season","Jon","Nic"
"Suh Girls One Kupp",2018,"Daniel's Stormies","10","Win",133.9,133.9,127.92,1,261.82,10,"Regular Season","Dan","Nic"
"Suh Girls One Kupp",2018,"SUCK MY DITKA!!","Playoffs Champ","Win",127.14,127.14,114.16,1,241.3,16,"Post Season","Soda","Nic"
"Suh Girls One Kupp",2018,"Admiral Ackbar's Ass","8","Loss",64.8,64.8,82.7,0,147.5,8,"Regular Season","Greco","Nic"
"Suh Girls One Kupp",2018,"SUCK MY DITKA!!","4","Loss",100.28,100.28,127.28,0,227.56,4,"Regular Season","Soda","Nic"
"Suh Girls One Kupp",2018,"Ridley Me That","12","Loss",82.02,82.02,113.24,0,195.26,12,"Regular Season","Spencer","Nic"
"Suh Girls One Kupp",2018,"Cousin's Familia","11","Loss",76.74,76.74,109.7,0,186.44,11,"Regular Season","Mike","Nic"
"Suh Girls One Kupp",2018,"MR. T's Cereal","9","Win",115.92,115.92,65.36,1,181.28,9,"Regular Season","Joe","Nic"
"TAEkin it 2 da HOUSE",2019,"Two Chips","11","Win",106.78,106.78,101.56,1,208.34,11,"Regular Season","Soda","Spencer"
"TAEkin it 2 da HOUSE",2019,"Steelers SIXcess","3","Loss",74.62,74.62,103.24,0,177.86,3,"Regular Season","Toney","Spencer"
"TAEkin it 2 da HOUSE",2019,"Steelers SIXcess","Consolation 11th","Loss",102.46,102.46,105.12,0,207.58,15,"Post Season","Toney","Spencer"
"TAEkin it 2 da HOUSE",2019,"Thunder Horse","9","Win",114.42,114.42,56.54,1,170.96,9,"Regular Season","Colin","Spencer"
"TAEkin it 2 da HOUSE",2019,"The Legion Of Zoom","6","Loss",86.52,86.52,116.52,0,203.04,6,"Regular Season","Tony","Spencer"
"TAEkin it 2 da HOUSE",2019,"Veggie Thunbergers","12","Loss",81.92,81.92,83.56,0,165.48,12,"Regular Season","Dan","Spencer"
"TAEkin it 2 da HOUSE",2019,"Admiral Ackbar's Ass","8","Loss",111.16,111.16,111.5,0,222.66,8,"Regular Season","Greco","Spencer"
"TAEkin it 2 da HOUSE",2019,"Da Bear Necessities","2","Win",113.52,113.52,93.66,1,207.18,2,"Regular Season","Matt","Spencer"
"TAEkin it 2 da HOUSE",2019,"Hagar Billies","7","Win",77.46,77.46,64.76,1,142.22,7,"Regular Season","Mike","Spencer"
"TAEkin it 2 da HOUSE",2019,"Show Me Your TD's","5","Win",117.36,117.36,93.02,1,210.38,5,"Regular Season","Jon","Spencer"
"TAEkin it 2 da HOUSE",2019,"Dinero Pineiro","Consolation Qtr","Win",84.68,84.68,75.9,1,160.58,14,"Post Season","Joe","Spencer"
"TAEkin it 2 da HOUSE",2019,"Dinero Pineiro","4","Win",127.88,127.88,108.78,1,236.66,4,"Regular Season","Joe","Spencer"
"TAEkin it 2 da HOUSE",2019,"Hagar Billies","10","Win",79.26,79.26,70.72,1,149.98,10,"Regular Season","Mike","Spencer"
"TAEkin it 2 da HOUSE",2019,"Veggie Thunbergers","1","Win",87.26,87.26,73.62,1,160.88,1,"Regular Season","Dan","Spencer"
"TAEkin it 2 da HOUSE",2019,"SaquonDeezNuts","13","Win",106.66,106.66,96.12,1,202.78,13,"Regular Season","Nic","Spencer"
"Teach me how to Raji",2014,"Punts with a C","9","Win",101.82,101.82,51.5,1,153.32,9,"Regular Season","Jon","Spencer"
"Teach me how to Raji",2014,"Circle Joique","6","Loss",58.4,58.4,69.34,0,127.74,6,"Regular Season","Mike","Spencer"
"Teach me how to Raji",2014,"Cheap Vodka","3","Loss",92.08,92.08,92.64,0,184.72,3,"Regular Season","Joe","Spencer"
"Teach me how to Raji",2014,"The Taint Ticklers","Playoffs Qtr","Loss",85.62,85.62,94.8,0,180.42,14,"Post Season","Matt","Spencer"
"Teach me how to Raji",2014,"SUCK MY DITKA","4","Win",86.68,86.68,81.82,1,168.5,4,"Regular Season","Soda","Spencer"
"Teach me how to Raji",2014,"Coolio Julio Hustle","11","Loss",73.72,73.72,83.22,0,156.94,11,"Regular Season","Pender","Spencer"
"Teach me how to Raji",2014,"SUCK MY DITKA","13","Win",156.98,156.98,114.74,1,271.72,13,"Regular Season","Soda","Spencer"
"Teach me how to Raji",2014,"Ginger Kids","Playoffs 3rd","Win",130.92,130.92,82.78,1,213.7,16,"Post Season","Dan","Spencer"
"Teach me how to Raji",2014,"Cheap Vodka","12","Loss",81.36,81.36,107.02,0,188.38,12,"Regular Season","Joe","Spencer"
"Teach me how to Raji",2014,"Admiral Ackbar's Ass","Playoffs Semi","Win",79.58,79.58,77.1,1,156.68,15,"Post Season","Greco","Spencer"
"Teach me how to Raji",2014,"The Strange Tamers","8","Loss",89.04,89.04,100.82,0,189.86,8,"Regular Season","Tony","Spencer"
"Teach me how to Raji",2014,"The Taint Ticklers","5","Win",156.96,156.96,88.14,1,245.1,5,"Regular Season","Matt","Spencer"
"Teach me how to Raji",2014,"Coolio Julio Hustle","2","Win",111.98,111.98,59.34,1,171.32,2,"Regular Season","Pender","Spencer"
"Teach me how to Raji",2014,"Ginger Kids","10","Win",96.78,96.78,67.56,1,164.34,10,"Regular Season","Dan","Spencer"
"Teach me how to Raji",2014,"Admiral Ackbar's Ass","7","Win",103.56,103.56,63.22,1,166.78,7,"Regular Season","Greco","Spencer"
"Team Carrizard",2017,"The Dakstreet Boys","3","Win",117.12,117.12,55.82,1,172.94,3,"Regular Season","Matt","Pender"
"Team Carrizard",2017,"Admiral Ackbar's Ass","7","Loss",69.86,69.86,97.38,0,167.24,7,"Regular Season","Greco","Pender"
"Team Carrizard",2017,"Admiral Ackbar's Ass","Consolation 11th","Loss",87.04,87.04,91.74,0,178.78,15,"Post Season","Greco","Pender"
"Team Carrizard",2017,"Mr. Thiel Your Gurl","1","Win",70.84,70.84,51.68,1,122.52,1,"Regular Season","Spencer","Pender"
"Team Carrizard",2017,"Thunder Horse","6","Win",101.18,101.18,78.64,1,179.82,6,"Regular Season","Colin","Pender"
"Team Carrizard",2017,"He Hate Me","9","Win",91.56,91.56,84.2,1,175.76,9,"Regular Season","Mike","Pender"
"Team Carrizard",2017,"Cheap Vodka","8","Loss",73.6,73.6,87.92,0,161.52,8,"Regular Season","Joe","Pender"
"Team Carrizard",2017,"Show Me Your TD's","11","Win",93.4,93.4,78.18,1,171.58,11,"Regular Season","Jon","Pender"
"Team Carrizard",2017,"The Cucumber Curse","4","Loss",63.08,63.08,83.82,0,146.9,4,"Regular Season","Tony","Pender"
"Team Carrizard",2017,"SUCK MY DITKA!","13","Win",116.96,116.96,69.6,1,186.56,13,"Regular Season","Soda","Pender"
"Team Carrizard",2017,"Ginger Kids","10","Win",105.98,105.98,99.1,1,205.08,10,"Regular Season","Dan","Pender"
"Team Carrizard",2017,"Steelers SIXcess","Consolation Qtr","Win",116.84,116.84,4.54,1,121.38,14,"Post Season","Toney","Pender"
"Team Carrizard",2017,"Steelers SIXcess","5","Win",104.52,104.52,67.02,1,171.54,5,"Regular Season","Toney","Pender"
"Team Carrizard",2017,"Mr. Thiel Your Gurl","12","Win",106.76,106.76,79.96,1,186.72,12,"Regular Season","Spencer","Pender"
"Team Carrizard",2017,"SUCK MY DITKA!","2","Loss",47.92,47.92,118.5,0,166.42,2,"Regular Season","Soda","Pender"
"Team Zekeachu",2016,"Ginger Kids","10","Loss",81.4,81.4,124.22,0,205.62,10,"Regular Season","Dan","Pender"
"Team Zekeachu",2016,"Bell's Potslam","9","Loss",105.34,105.34,106.06,0,211.4,9,"Regular Season","Mike","Pender"
"Team Zekeachu",2016,"SUCK MY DITKA","2","Win",107.42,107.42,94.8,1,202.22,2,"Regular Season","Soda","Pender"
"Team Zekeachu",2016,"SUCK MY DITKA","13","Loss",104.94,104.94,131.74,0,236.68,13,"Regular Season","Soda","Pender"
"Team Zekeachu",2016,"Wilfork on 1st Date","3","Loss",50.68,50.68,161,0,211.68,3,"Regular Season","Matt","Pender"
"Team Zekeachu",2016,"Thunder Horse","6","Loss",70.22,70.22,86.7,0,156.92,6,"Regular Season","Colin","Pender"
"Team Zekeachu",2016,"Jordy oz. to Freedom","12","Win",108.32,108.32,102.78,1,211.1,12,"Regular Season","Spencer","Pender"
"Team Zekeachu",2016,"Admiral Ackbar's Ass","7","Win",83,83,79.94,1,162.94,7,"Regular Season","Greco","Pender"
"Team Zekeachu",2016,"Cheap Vodka","8","Loss",80.4,80.4,102.9,0,183.3,8,"Regular Season","Joe","Pender"
"Team Zekeachu",2016,"Admiral Ackbar's Ass","Playoffs Qtr","Loss",71.9,71.9,95.32,0,167.22,14,"Post Season","Greco","Pender"
"Team Zekeachu",2016,"Jordy oz. to Freedom","Playoffs Semi","Loss",80.58,80.58,144.32,0,224.9,15,"Post Season","Spencer","Pender"
"Team Zekeachu",2016,"Fuck Gronks bitchass","4","Loss",71.4,71.4,106.32,0,177.72,4,"Regular Season","Tony","Pender"
"Team Zekeachu",2016,"Steelers SIXcess","5","Loss",88.6,88.6,123.4,0,212,5,"Regular Season","Toney","Pender"
"Team Zekeachu",2016,"Show Me Your TD's","11","Win",102.68,102.68,66.52,1,169.2,11,"Regular Season","Jon","Pender"
"Team Zekeachu",2016,"Jordy oz. to Freedom","1","Win",93.86,93.86,79.3,1,173.16,1,"Regular Season","Spencer","Pender"
"Team Zekeachu",2016,"Cheap Vodka","Playoffs Champ","Loss",105.76,105.76,114.7,0,220.46,16,"Post Season","Joe","Pender"
"The Bell Staff",2015,"Ginger Kids","7","Win",107.24,107.24,90.84,1,198.08,7,"Regular Season","Dan","Pender"
"The Bell Staff",2015,"Show Me Your TD's","10","Win",90.98,90.98,84.5,1,175.48,10,"Regular Season","Jon","Pender"
"The Bell Staff",2015,"Cheap Vodka","12","Win",104.16,104.16,103.42,1,207.58,12,"Regular Season","Joe","Pender"
"The Bell Staff",2015,"Slob on my Cobb","11","Win",88.38,88.38,72.24,1,160.62,11,"Regular Season","Spencer","Pender"
"The Bell Staff",2015,"Cheap Vodka","3","Loss",105.78,105.78,109.58,0,215.36,3,"Regular Season","Joe","Pender"
"The Bell Staff",2015,"Show Me Your TD's","1","Win",113.7,113.7,89.84,1,203.54,1,"Regular Season","Jon","Pender"
"The Bell Staff",2015,"Admiral Ackbar's Ass","6","Loss",49.8,49.8,55.56,0,105.36,6,"Regular Season","Greco","Pender"
"The Bell Staff",2015,"SUCK MY DITKA","9","Loss",111.92,111.92,128.44,0,240.36,9,"Regular Season","Soda","Pender"
"The Bell Staff",2015,"Slob on my Cobb","2","Win",100.46,100.46,88.08,1,188.54,2,"Regular Season","Spencer","Pender"
"The Bell Staff",2015,"WhamBamThankYouCam","Consolation Semi","Win",117.3,117.3,91.78,1,209.08,15,"Post Season","Toney","Pender"
"The Bell Staff",2015,"The Derek Carrs","Consolation 9th","Win",60.8,60.8,60.5,1,121.3,16,"Post Season","Tony","Pender"
"The Bell Staff",2015,"WhamBamThankYouCam","5","Win",79.42,79.42,67.28,1,146.7,5,"Regular Season","Toney","Pender"
"The Bell Staff",2015,"Circle Joique","13","Win",106.04,106.04,97.32,1,203.36,13,"Regular Season","Mike","Pender"
"The Bell Staff",2015,"Circle Joique","4","Win",75.34,75.34,74.52,1,149.86,4,"Regular Season","Mike","Pender"
"The Bell Staff",2015,"The Derek Carrs","8","Win",82.74,82.74,66.58,1,149.32,8,"Regular Season","Tony","Pender"
"The Cucumber Curse",2017,"Mr. Thiel Your Gurl","2","Loss",106.12,106.12,121.48,0,227.6,2,"Regular Season","Spencer","Tony"
"The Cucumber Curse",2017,"The Dakstreet Boys","5","Win",119.14,119.14,82.62,1,201.76,5,"Regular Season","Matt","Tony"
"The Cucumber Curse",2017,"He Hate Me","10","Loss",88.46,88.46,94.34,0,182.8,10,"Regular Season","Mike","Tony"
"The Cucumber Curse",2017,"SUCK MY DITKA!","3","Loss",73.28,73.28,88.52,0,161.8,3,"Regular Season","Soda","Tony"
"The Cucumber Curse",2017,"Admiral Ackbar's Ass","8","Loss",77.28,77.28,94.62,0,171.9,8,"Regular Season","Greco","Tony"
"The Cucumber Curse",2017,"Steelers SIXcess","6","Win",104.62,104.62,88.28,1,192.9,6,"Regular Season","Toney","Tony"
"The Cucumber Curse",2017,"Show Me Your TD's","1","Win",88.44,88.44,52.38,1,140.82,1,"Regular Season","Jon","Tony"
"The Cucumber Curse",2017,"Ginger Kids","11","Loss",95.9,95.9,105,0,200.9,11,"Regular Season","Dan","Tony"
"The Cucumber Curse",2017,"Cheap Vodka","9","Loss",48.18,48.18,81.76,0,129.94,9,"Regular Season","Joe","Tony"
"The Cucumber Curse",2017,"Cheap Vodka","Consolation Champ","Loss",87.74,87.74,107.96,0,195.7,16,"Post Season","Joe","Tony"
"The Cucumber Curse",2017,"Mr. Thiel Your Gurl","13","Win",121.64,121.64,73.02,1,194.66,13,"Regular Season","Spencer","Tony"
"The Cucumber Curse",2017,"Steelers SIXcess","Consolation Semi","Loss",73.78,73.78,75.92,0,149.7,15,"Post Season","Toney","Tony"
"The Cucumber Curse",2017,"Show Me Your TD's","12","Loss",84.84,84.84,138.98,0,223.82,12,"Regular Season","Jon","Tony"
"The Cucumber Curse",2017,"Team Carrizard","4","Win",83.82,83.82,63.08,1,146.9,4,"Regular Season","Pender","Tony"
"The Cucumber Curse",2017,"Thunder Horse","7","Win",88.46,88.46,83.66,1,172.12,7,"Regular Season","Colin","Tony"
"The Dakstreet Boys",2017,"Ginger Kids","6","Loss",84.7,84.7,98,0,182.7,6,"Regular Season","Dan","Matt"
"The Dakstreet Boys",2017,"Mr. Thiel Your Gurl","10","Win",102.44,102.44,71.94,1,174.38,10,"Regular Season","Spencer","Matt"
"The Dakstreet Boys",2017,"The Cucumber Curse","5","Loss",82.62,82.62,119.14,0,201.76,5,"Regular Season","Tony","Matt"
"The Dakstreet Boys",2017,"Thunder Horse","Playoffs Qtr","Loss",111.64,111.64,115.98,0,227.62,14,"Post Season","Colin","Matt"
"The Dakstreet Boys",2017,"Show Me Your TD's","8","Win",98.36,98.36,72.82,1,171.18,8,"Regular Season","Jon","Matt"
"The Dakstreet Boys",2017,"Cheap Vodka","2","Loss",90.26,90.26,90.62,0,180.88,2,"Regular Season","Joe","Matt"
"The Dakstreet Boys",2017,"Admiral Ackbar's Ass","11","Loss",54.78,54.78,100.9,0,155.68,11,"Regular Season","Greco","Matt"
"The Dakstreet Boys",2017,"He Hate Me","4","Loss",80.14,80.14,89.68,0,169.82,4,"Regular Season","Mike","Matt"
"The Dakstreet Boys",2017,"SUCK MY DITKA!","Playoffs Semi","Win",135.38,135.38,102.68,1,238.06,15,"Post Season","Soda","Matt"
"The Dakstreet Boys",2017,"SUCK MY DITKA!","12","Win",102.12,102.12,73.3,1,175.42,12,"Regular Season","Soda","Matt"
"The Dakstreet Boys",2017,"Thunder Horse","9","Loss",82.28,82.28,89.46,0,171.74,9,"Regular Season","Colin","Matt"
"The Dakstreet Boys",2017,"Steelers SIXcess","7","Loss",89.62,89.62,119.06,0,208.68,7,"Regular Season","Toney","Matt"
"The Dakstreet Boys",2017,"Cheap Vodka","13","Win",123.24,123.24,115.48,1,238.72,13,"Regular Season","Joe","Matt"
"The Dakstreet Boys",2017,"Team Carrizard","3","Loss",55.82,55.82,117.12,0,172.94,3,"Regular Season","Pender","Matt"
"The Dakstreet Boys",2017,"He Hate Me","Playoffs 3rd","Loss",65.26,65.26,83.24,0,148.5,16,"Post Season","Mike","Matt"
"The Dakstreet Boys",2017,"SUCK MY DITKA!","1","Loss",77.84,77.84,94.42,0,172.26,1,"Regular Season","Soda","Matt"
"The Derek Carrs",2015,"The Bell Staff","8","Loss",66.58,66.58,82.74,0,149.32,8,"Regular Season","Pender","Tony"
"The Derek Carrs",2015,"Ginger Kids","12","Loss",65.42,65.42,115,0,180.42,12,"Regular Season","Dan","Tony"
"The Derek Carrs",2015,"Admiral Ackbar's Ass","2","Win",100.34,100.34,32.2,1,132.54,2,"Regular Season","Greco","Tony"
"The Derek Carrs",2015,"WhamBamThankYouCam","1","Loss",80.84,80.84,83.72,0,164.56,1,"Regular Season","Toney","Tony"
"The Derek Carrs",2015,"Show Me Your TD's","6","Win",105.38,105.38,102.48,1,207.86,6,"Regular Season","Jon","Tony"
"The Derek Carrs",2015,"Cheap Vodka","4","Loss",70.6,70.6,80.52,0,151.12,4,"Regular Season","Joe","Tony"
"The Derek Carrs",2015,"Slob on my Cobb","7","Win",115.3,115.3,88.92,1,204.22,7,"Regular Season","Spencer","Tony"
"The Derek Carrs",2015,"The Bell Staff","Consolation 9th","Loss",60.5,60.5,60.8,0,121.3,16,"Post Season","Pender","Tony"
"The Derek Carrs",2015,"Circle Joique","9","Win",123.72,123.72,80.08,1,203.8,9,"Regular Season","Mike","Tony"
"The Derek Carrs",2015,"Cheap Vodka","Consolation Semi","Win",87.08,87.08,43.22,1,130.3,15,"Post Season","Joe","Tony"
"The Derek Carrs",2015,"WhamBamThankYouCam","10","Win",95.38,95.38,56.28,1,151.66,10,"Regular Season","Toney","Tony"
"The Derek Carrs",2015,"Admiral Ackbar's Ass","11","Loss",52.32,52.32,68.06,0,120.38,11,"Regular Season","Greco","Tony"
"The Derek Carrs",2015,"SUCK MY DITKA","5","Win",140.6,140.6,78.3,1,218.9,5,"Regular Season","Soda","Tony"
"The Derek Carrs",2015,"Cheap Vodka","13","Win",119.18,119.18,60.22,1,179.4,13,"Regular Season","Joe","Tony"
"The Derek Carrs",2015,"Ginger Kids","3","Win",94.24,94.24,67,1,161.24,3,"Regular Season","Dan","Tony"
"The Legion Of Zoom",2019,"Da Bear Necessities","9","Loss",70.76,70.76,93.56,0,164.32,9,"Regular Season","Matt","Tony"
"The Legion Of Zoom",2019,"Hagar Billies","8","Win",108.7,108.7,84.5,1,193.2,8,"Regular Season","Mike","Tony"
"The Legion Of Zoom",2019,"TAEkin it 2 da HOUSE","6","Win",116.52,116.52,86.52,1,203.04,6,"Regular Season","Spencer","Tony"
"The Legion Of Zoom",2019,"Veggie Thunbergers","3","Loss",106.22,106.22,106.76,0,212.98,3,"Regular Season","Dan","Tony"
"The Legion Of Zoom",2019,"Da Bear Necessities","Consolation 9th","Win",84.96,84.96,84.54,1,169.5,16,"Post Season","Matt","Tony"
"The Legion Of Zoom",2019,"Two Chips","2","Loss",101.58,101.58,120.82,0,222.4,2,"Regular Season","Soda","Tony"
"The Legion Of Zoom",2019,"Admiral Ackbar's Ass","4","Win",78.2,78.2,60.5,1,138.7,4,"Regular Season","Greco","Tony"
"The Legion Of Zoom",2019,"Thunder Horse","11","Win",103.56,103.56,66.98,1,170.54,11,"Regular Season","Colin","Tony"
"The Legion Of Zoom",2019,"Show Me Your TD's","13","Win",100.36,100.36,82.6,1,182.96,13,"Regular Season","Jon","Tony"
"The Legion Of Zoom",2019,"SaquonDeezNuts","Consolation Semi","Win",103.92,103.92,99.2,1,203.12,15,"Post Season","Nic","Tony"
"The Legion Of Zoom",2019,"Steelers SIXcess","10","Loss",78.68,78.68,99.64,0,178.32,10,"Regular Season","Toney","Tony"
"The Legion Of Zoom",2019,"Dinero Pineiro","1","Loss",82.92,82.92,114.7,0,197.62,1,"Regular Season","Joe","Tony"
"The Legion Of Zoom",2019,"SaquonDeezNuts","12","Win",97.12,97.12,82.78,1,179.9,12,"Regular Season","Nic","Tony"
