Player,Score,Week,Year,Position,
Los Angeles (LAR),7,11,2016,DEF,
Miami (Mia),7,11,2016,DEF,
Minnesota (Min),20,11,2016,DEF,
New England (NE),6,11,2016,DEF,
New Orleans (NO),2,11,2016,DEF,
New York (NYG),7,11,2016,DEF,
New York (NYJ),,11,2016,DEF,
Oakland (Oak),7,11,2016,DEF,
Philadelphia (Phi),1,11,2016,DEF,
Pittsburgh (Pit),22,11,2016,DEF,
San Francisco (SF),0,11,2016,DEF,
Seattle (Sea),7,11,2016,DEF,
Tampa Bay (TB),5,11,2016,DEF,
Tennessee (Ten),4,11,2016,DEF,
Washington (Was),6,11,2016,DEF,
Arizona (Ari),1,12,2016,DEF,
Atlanta (Atl),5,12,2016,DEF,
Baltimore (Bal),11,12,2016,DEF,
Buffalo (Buf),2,12,2016,DEF,
Carolina (Car),5,12,2016,DEF,
Chicago (Chi),0,12,2016,DEF,
Cincinnati (Cin),7,12,2016,DEF,
Cleveland (Cle),3,12,2016,DEF,
Dallas (Dal),0,12,2016,DEF,
Denver (Den),5,12,2016,DEF,
Detroit (Det),6,12,2016,DEF,
Green Bay (GB),10,12,2016,DEF,
Houston (Hou),3,12,2016,DEF,
Indianapolis (Ind),-1,12,2016,DEF,
Jacksonville (Jax),4,12,2016,DEF,
Kansas City (KC),15,12,2016,DEF,
Los Angeles (LAC),13,12,2016,DEF,
Los Angeles (LAR),0,12,2016,DEF,
Miami (Mia),6,12,2016,DEF,
Minnesota (Min),3,12,2016,DEF,
New England (NE),8,12,2016,DEF,
New Orleans (NO),7,12,2016,DEF,
New York (NYG),23,12,2016,DEF,
New York (NYJ),0,12,2016,DEF,
Oakland (Oak),11,12,2016,DEF,
Philadelphia (Phi),0,12,2016,DEF,
Pittsburgh (Pit),11,12,2016,DEF,
San Francisco (SF),1,12,2016,DEF,
Seattle (Sea),7,12,2016,DEF,
Tampa Bay (TB),19,12,2016,DEF,
Tennessee (Ten),4,12,2016,DEF,
Washington (Was),0,12,2016,DEF,
Arizona (Ari),6,13,2016,DEF,
Atlanta (Atl),3,13,2016,DEF,
Baltimore (Bal),15,13,2016,DEF,
Buffalo (Buf),-4,13,2016,DEF,
Carolina (Car),1,13,2016,DEF,
Chicago (Chi),15,13,2016,DEF,
Cincinnati (Cin),8,13,2016,DEF,
Cleveland (Cle),,13,2016,DEF,
Dallas (Dal),6,13,2016,DEF,
Denver (Den),17,13,2016,DEF,
Detroit (Det),11,13,2016,DEF,
Green Bay (GB),8,13,2016,DEF,
Houston (Hou),3,13,2016,DEF,
Indianapolis (Ind),11,13,2016,DEF,
Jacksonville (Jax),3,13,2016,DEF,
Kansas City (KC),11,13,2016,DEF,
Los Angeles (LAC),3,13,2016,DEF,
Los Angeles (LAR),0,13,2016,DEF,
Miami (Mia),0,13,2016,DEF,
Minnesota (Min),8,13,2016,DEF,
New England (NE),12,13,2016,DEF,
New Orleans (NO),1,13,2016,DEF,
New York (NYG),6,13,2016,DEF,
New York (NYJ),-3,13,2016,DEF,
Oakland (Oak),8,13,2016,DEF,
Philadelphia (Phi),3,13,2016,DEF,
Pittsburgh (Pit),9,13,2016,DEF,
San Francisco (SF),3,13,2016,DEF,
Seattle (Sea),8,13,2016,DEF,
Tampa Bay (TB),12,13,2016,DEF,
Tennessee (Ten),,13,2016,DEF,
Washington (Was),1,13,2016,DEF,
Arizona (Ari),7,14,2016,DEF,
Atlanta (Atl),26,14,2016,DEF,
Baltimore (Bal),6,14,2016,DEF,
Buffalo (Buf),6,14,2016,DEF,
Carolina (Car),18,14,2016,DEF,
Chicago (Chi),14,14,2016,DEF,
Cincinnati (Cin),9,14,2016,DEF,
Cleveland (Cle),4,14,2016,DEF,
Dallas (Dal),13,14,2016,DEF,
Denver (Den),6,14,2016,DEF,
Detroit (Det),5,14,2016,DEF,
Green Bay (GB),19,14,2016,DEF,
Houston (Hou),8,14,2016,DEF,
Indianapolis (Ind),4,14,2016,DEF,
Jacksonville (Jax),2,14,2016,DEF,
Kansas City (KC),11,14,2016,DEF,
Los Angeles (LAC),4,14,2016,DEF,
Los Angeles (LAR),1,14,2016,DEF,
Miami (Mia),13,14,2016,DEF,
Minnesota (Min),7,14,2016,DEF,
New England (NE),8,14,2016,DEF,
New Orleans (NO),5,14,2016,DEF,
New York (NYG),13,14,2016,DEF,
New York (NYJ),3,14,2016,DEF,
Oakland (Oak),7,14,2016,DEF,
Philadelphia (Phi),10,14,2016,DEF,
Pittsburgh (Pit),8,14,2016,DEF,
San Francisco (SF),8,14,2016,DEF,
Seattle (Sea),-3,14,2016,DEF,
Tampa Bay (TB),11,14,2016,DEF,
Tennessee (Ten),11,14,2016,DEF,
Washington (Was),9,14,2016,DEF,
Arizona (Ari),7,15,2016,DEF,
Atlanta (Atl),8,15,2016,DEF,
Baltimore (Bal),3,15,2016,DEF,
Buffalo (Buf),9,15,2016,DEF,
Carolina (Car),8,15,2016,DEF,
Chicago (Chi),3,15,2016,DEF,
Cincinnati (Cin),1,15,2016,DEF,
Cleveland (Cle),0,15,2016,DEF,
Dallas (Dal),13,15,2016,DEF,
Denver (Den),3,15,2016,DEF,
Detroit (Det),3,15,2016,DEF,
Green Bay (GB),9,15,2016,DEF,
Houston (Hou),7,15,2016,DEF,
Indianapolis (Ind),18,15,2016,DEF,
Jacksonville (Jax),11,15,2016,DEF,
Kansas City (KC),8,15,2016,DEF,
Los Angeles (LAC),7,15,2016,DEF,
Los Angeles (LAR),4,15,2016,DEF,
Miami (Mia),23,15,2016,DEF,
Minnesota (Min),-1,15,2016,DEF,
New England (NE),17,15,2016,DEF,
New Orleans (NO),1,15,2016,DEF,
New York (NYG),12,15,2016,DEF,
New York (NYJ),2,15,2016,DEF,
Oakland (Oak),8,15,2016,DEF,
Philadelphia (Phi),7,15,2016,DEF,
Pittsburgh (Pit),4,15,2016,DEF,
San Francisco (SF),-1,15,2016,DEF,
Seattle (Sea),11,15,2016,DEF,
Tampa Bay (TB),5,15,2016,DEF,
Tennessee (Ten),4,15,2016,DEF,
Washington (Was),2,15,2016,DEF,
Arizona (Ari),9,16,2016,DEF,
Atlanta (Atl),7,16,2016,DEF,
Baltimore (Bal),3,16,2016,DEF,
Buffalo (Buf),1,16,2016,DEF,
Carolina (Car),5,16,2016,DEF,
Chicago (Chi),-4,16,2016,DEF,
Cincinnati (Cin),8,16,2016,DEF,
Cleveland (Cle),5,16,2016,DEF,
Dallas (Dal),8,16,2016,DEF,
Denver (Den),1,16,2016,DEF,
Detroit (Det),-3,16,2016,DEF,
Green Bay (GB),8,16,2016,DEF,
Houston (Hou),9,16,2016,DEF,
Indianapolis (Ind),0,16,2016,DEF,
Jacksonville (Jax),12,16,2016,DEF,
Kansas City (KC),10,16,2016,DEF,
Los Angeles (LAC),10,16,2016,DEF,
Los Angeles (LAR),8,16,2016,DEF,
Miami (Mia),1,16,2016,DEF,
Minnesota (Min),0,16,2016,DEF,
New England (NE),17,16,2016,DEF,
New Orleans (NO),6,16,2016,DEF,
New York (NYG),3,16,2016,DEF,
New York (NYJ),-3,16,2016,DEF,
Oakland (Oak),6,16,2016,DEF,
Philadelphia (Phi),13,16,2016,DEF,
Pittsburgh (Pit),4,16,2016,DEF,
San Francisco (SF),8,16,2016,DEF,
Seattle (Sea),2,16,2016,DEF,
Tampa Bay (TB),1,16,2016,DEF,
Tennessee (Ten),3,16,2016,DEF,
Washington (Was),13,16,2016,DEF,
Arizona (Ari),26,17,2016,DEF,
Atlanta (Atl),3,17,2016,DEF,
Baltimore (Bal),1,17,2016,DEF,
Buffalo (Buf),1,17,2016,DEF,
Carolina (Car),13,17,2016,DEF,
Chicago (Chi),1,17,2016,DEF,
Cincinnati (Cin),11,17,2016,DEF,
Cleveland (Cle),6,17,2016,DEF,
Dallas (Dal),2,17,2016,DEF,
Denver (Den),15,17,2016,DEF,
Detroit (Det),0,17,2016,DEF,
Green Bay (GB),4,17,2016,DEF,
Houston (Hou),7,17,2016,DEF,
Indianapolis (Ind),7,17,2016,DEF,
Jacksonville (Jax),8,17,2016,DEF,
Kansas City (KC),10,17,2016,DEF,
Los Angeles (LAC),5,17,2016,DEF,
Los Angeles (LAR),3,17,2016,DEF,
Miami (Mia),-4,17,2016,DEF,
Minnesota (Min),22,17,2016,DEF,
New England (NE),5,17,2016,DEF,
New Orleans (NO),-3,17,2016,DEF,
New York (NYG),20,17,2016,DEF,
New York (NYJ),19,17,2016,DEF,
Oakland (Oak),2,17,2016,DEF,
Philadelphia (Phi),13,17,2016,DEF,
Pittsburgh (Pit),12,17,2016,DEF,
San Francisco (SF),4,17,2016,DEF,
Seattle (Sea),9,17,2016,DEF,
Tampa Bay (TB),16,17,2016,DEF,
Tennessee (Ten),13,17,2016,DEF,
Washington (Was),5,17,2016,DEF,
Arizona (Ari),5,1,2015,DEF,
Atlanta (Atl),4,1,2015,DEF,
Baltimore (Bal),16,1,2015,DEF,
Buffalo (Buf),9,1,2015,DEF,
Carolina (Car),21,1,2015,DEF,
Chicago (Chi),-1,1,2015,DEF,
Cincinnati (Cin),10,1,2015,DEF,
Cleveland (Cle),1,1,2015,DEF,
Dallas (Dal),4,1,2015,DEF,
Denver (Den),16,1,2015,DEF,
Detroit (Det),13,1,2015,DEF,
Green Bay (GB),4,1,2015,DEF,
Houston (Hou),2,1,2015,DEF,
Indianapolis (Ind),0,1,2015,DEF,
Jacksonville (Jax),5,1,2015,DEF,
Kansas City (KC),10,1,2015,DEF,
Los Angeles (LAC),5,1,2015,DEF,
Los Angeles (LAR),14,1,2015,DEF,
Miami (Mia),15,1,2015,DEF,
Minnesota (Min),6,1,2015,DEF,
New England (NE),5,1,2015,DEF,
New Orleans (NO),1,1,2015,DEF,
New York (NYG),12,1,2015,DEF,
New York (NYJ),17,1,2015,DEF,
Oakland (Oak),-1,1,2015,DEF,
Philadelphia (Phi),5,1,2015,DEF,
Pittsburgh (Pit),1,1,2015,DEF,
San Francisco (SF),14,1,2015,DEF,
Seattle (Sea),19,1,2015,DEF,
Tampa Bay (TB),0,1,2015,DEF,
Tennessee (Ten),15,1,2015,DEF,
Washington (Was),6,1,2015,DEF,
Arizona (Ari),18,2,2015,DEF,
Atlanta (Atl),5,2,2015,DEF,
Baltimore (Bal),-1,2,2015,DEF,
Buffalo (Buf),2,2,2015,DEF,
Carolina (Car),4,2,2015,DEF,
Chicago (Chi),0,2,2015,DEF,
Cincinnati (Cin),14,2,2015,DEF,
Cleveland (Cle),24,2,2015,DEF,
Dallas (Dal),17,2,2015,DEF,
Denver (Den),22,2,2015,DEF,
Detroit (Det),3,2,2015,DEF,
Green Bay (GB),7,2,2015,DEF,
Houston (Hou),8,2,2015,DEF,
Indianapolis (Ind),4,2,2015,DEF,
Jacksonville (Jax),3,2,2015,DEF,
Kansas City (KC),11,2,2015,DEF,
Los Angeles (LAC),12,2,2015,DEF,
Los Angeles (LAR),4,2,2015,DEF,
Miami (Mia),4,2,2015,DEF,
Minnesota (Min),8,2,2015,DEF,
New England (NE),13,2,2015,DEF,
New Orleans (NO),7,2,2015,DEF,
New York (NYG),2,2,2015,DEF,
New York (NYJ),14,2,2015,DEF,
Oakland (Oak),3,2,2015,DEF,
Philadelphia (Phi),8,2,2015,DEF,
Pittsburgh (Pit),8,2,2015,DEF,
San Francisco (SF),-4,2,2015,DEF,
Seattle (Sea),4,2,2015,DEF,
Tampa Bay (TB),13,2,2015,DEF,
Tennessee (Ten),1,2,2015,DEF,
Washington (Was),9,2,2015,DEF,
Arizona (Ari),28,3,2015,DEF,
Atlanta (Atl),3,3,2015,DEF,
Baltimore (Bal),11,3,2015,DEF,
Buffalo (Buf),15,3,2015,DEF,
Carolina (Car),5,3,2015,DEF,
Chicago (Chi),4,3,2015,DEF,
Cincinnati (Cin),3,3,2015,DEF,
Cleveland (Cle),10,3,2015,DEF,
Dallas (Dal),-3,3,2015,DEF,
Denver (Den),18,3,2015,DEF,
Detroit (Det),5,3,2015,DEF,
Green Bay (GB),8,3,2015,DEF,
Houston (Hou),6,3,2015,DEF,
Indianapolis (Ind),12,3,2015,DEF,
Jacksonville (Jax),0,3,2015,DEF,
Kansas City (KC),-1,3,2015,DEF,
Los Angeles (LAC),2,3,2015,DEF,
Los Angeles (LAR),11,3,2015,DEF,
Miami (Mia),-4,3,2015,DEF,
Minnesota (Min),15,3,2015,DEF,
New England (NE),5,3,2015,DEF,
New Orleans (NO),7,3,2015,DEF,
New York (NYG),11,3,2015,DEF,
New York (NYJ),3,3,2015,DEF,
Oakland (Oak),12,3,2015,DEF,
Philadelphia (Phi),16,3,2015,DEF,
Pittsburgh (Pit),11,3,2015,DEF,
San Francisco (SF),2,3,2015,DEF,
Seattle (Sea),18,3,2015,DEF,
Tampa Bay (TB),4,3,2015,DEF,
Tennessee (Ten),6,3,2015,DEF,
Washington (Was),5,3,2015,DEF,
Arizona (Ari),5,4,2015,DEF,
Atlanta (Atl),21,4,2015,DEF,
Baltimore (Bal),5,4,2015,DEF,
Buffalo (Buf),3,4,2015,DEF,
Carolina (Car),18,4,2015,DEF,
Chicago (Chi),7,4,2015,DEF,
Cincinnati (Cin),7,4,2015,DEF,
Cleveland (Cle),1,4,2015,DEF,
Dallas (Dal),3,4,2015,DEF,
Denver (Den),10,4,2015,DEF,
Detroit (Det),22,4,2015,DEF,
Green Bay (GB),15,4,2015,DEF,
Houston (Hou),-2,4,2015,DEF,
Indianapolis (Ind),5,4,2015,DEF,
Jacksonville (Jax),12,4,2015,DEF,
Kansas City (KC),-4,4,2015,DEF,
Los Angeles (LAC),6,4,2015,DEF,
Los Angeles (LAR),10,4,2015,DEF,
Miami (Mia),4,4,2015,DEF,
Minnesota (Min),6,4,2015,DEF,
New England (NE),,4,2015,DEF,
New Orleans (NO),4,4,2015,DEF,
New York (NYG),10,4,2015,DEF,
New York (NYJ),8,4,2015,DEF,
Oakland (Oak),11,4,2015,DEF,
Philadelphia (Phi),3,4,2015,DEF,
Pittsburgh (Pit),9,4,2015,DEF,
San Francisco (SF),4,4,2015,DEF,
Seattle (Sea),7,4,2015,DEF,
Tampa Bay (TB),3,4,2015,DEF,
Tennessee (Ten),,4,2015,DEF,
Washington (Was),10,4,2015,DEF,
Arizona (Ari),14,5,2015,DEF,
Atlanta (Atl),12,5,2015,DEF,
Baltimore (Bal),3,5,2015,DEF,
Buffalo (Buf),8,5,2015,DEF,
Carolina (Car),,5,2015,DEF,
Chicago (Chi),9,5,2015,DEF,
Cincinnati (Cin),7,5,2015,DEF,
Cleveland (Cle),0,5,2015,DEF,
Dallas (Dal),4,5,2015,DEF,
Denver (Den),24,5,2015,DEF,
Detroit (Det),-2,5,2015,DEF,
Green Bay (GB),23,5,2015,DEF,
Houston (Hou),0,5,2015,DEF,
Indianapolis (Ind),6,5,2015,DEF,
Jacksonville (Jax),3,5,2015,DEF,
Kansas City (KC),11,5,2015,DEF,
Los Angeles (LAC),6,5,2015,DEF,
Los Angeles (LAR),9,5,2015,DEF,
Miami (Mia),,5,2015,DEF,
Minnesota (Min),,5,2015,DEF,
New England (NE),14,5,2015,DEF,
New Orleans (NO),0,5,2015,DEF,
New York (NYG),2,5,2015,DEF,
New York (NYJ),,5,2015,DEF,
Oakland (Oak),12,5,2015,DEF,
Philadelphia (Phi),14,5,2015,DEF,
Pittsburgh (Pit),13,5,2015,DEF,
San Francisco (SF),1,5,2015,DEF,
Seattle (Sea),14,5,2015,DEF,
Tampa Bay (TB),15,5,2015,DEF,
Tennessee (Ten),7,5,2015,DEF,
Washington (Was),10,5,2015,DEF,
Arizona (Ari),5,6,2015,DEF,
Atlanta (Atl),0,6,2015,DEF,
Baltimore (Bal),3,6,2015,DEF,
Buffalo (Buf),-1,6,2015,DEF,
Carolina (Car),4,6,2015,DEF,
Chicago (Chi),6,6,2015,DEF,
Cincinnati (Cin),4,6,2015,DEF,
Cleveland (Cle),13,6,2015,DEF,
Dallas (Dal),,6,2015,DEF,
Denver (Den),17,6,2015,DEF,
Detroit (Det),2,6,2015,DEF,
Green Bay (GB),6,6,2015,DEF,
Houston (Hou),16,6,2015,DEF,
Indianapolis (Ind),9,6,2015,DEF,
Jacksonville (Jax),1,6,2015,DEF,
Kansas City (KC),7,6,2015,DEF,
Los Angeles (LAC),3,6,2015,DEF,
Los Angeles (LAR),,6,2015,DEF,
Miami (Mia),24,6,2015,DEF,
Minnesota (Min),8,6,2015,DEF,
New England (NE),5,6,2015,DEF,
New Orleans (NO),19,6,2015,DEF,
New York (NYG),9,6,2015,DEF,
New York (NYJ),6,6,2015,DEF,
Oakland (Oak),,6,2015,DEF,
Philadelphia (Phi),19,6,2015,DEF,
Pittsburgh (Pit),11,6,2015,DEF,
San Francisco (SF),5,6,2015,DEF,
Seattle (Sea),7,6,2015,DEF,
Tampa Bay (TB),,6,2015,DEF,
Tennessee (Ten),5,6,2015,DEF,
Washington (Was),11,6,2015,DEF,
Arizona (Ari),8,7,2015,DEF,
Atlanta (Atl),9,7,2015,DEF,
Baltimore (Bal),2,7,2015,DEF,
Buffalo (Buf),10,7,2015,DEF,
Carolina (Car),8,7,2015,DEF,
Chicago (Chi),,7,2015,DEF,
Cincinnati (Cin),,7,2015,DEF,
Cleveland (Cle),5,7,2015,DEF,
Dallas (Dal),2,7,2015,DEF,
Denver (Den),,7,2015,DEF,
Detroit (Det),7,7,2015,DEF,
Green Bay (GB),,7,2015,DEF,
Houston (Hou),4,7,2015,DEF,
Indianapolis (Ind),8,7,2015,DEF,
Jacksonville (Jax),24,7,2015,DEF,
Kansas City (KC),12,7,2015,DEF,
Los Angeles (LAC),-3,7,2015,DEF,
Los Angeles (LAR),25,7,2015,DEF,
Miami (Mia),12,7,2015,DEF,
Minnesota (Min),8,7,2015,DEF,
New England (NE),4,7,2015,DEF,
New Orleans (NO),12,7,2015,DEF,
New York (NYG),22,7,2015,DEF,
New York (NYJ),2,7,2015,DEF,
Oakland (Oak),4,7,2015,DEF,
Philadelphia (Phi),7,7,2015,DEF,
Pittsburgh (Pit),2,7,2015,DEF,
San Francisco (SF),12,7,2015,DEF,
Seattle (Sea),13,7,2015,DEF,
Tampa Bay (TB),8,7,2015,DEF,
Tennessee (Ten),8,7,2015,DEF,
Washington (Was),3,7,2015,DEF,
Arizona (Ari),8,8,2015,DEF,
Atlanta (Atl),2,8,2015,DEF,
Baltimore (Bal),1,8,2015,DEF,
Buffalo (Buf),,8,2015,DEF,
Carolina (Car),10,8,2015,DEF,
Chicago (Chi),3,8,2015,DEF,
Cincinnati (Cin),13,8,2015,DEF,
Cleveland (Cle),10,8,2015,DEF,
Dallas (Dal),8,8,2015,DEF,
Denver (Den),9,8,2015,DEF,
Detroit (Det),-1,8,2015,DEF,
Green Bay (GB),2,8,2015,DEF,
Houston (Hou),20,8,2015,DEF,
Indianapolis (Ind),7,8,2015,DEF,
Jacksonville (Jax),,8,2015,DEF,
Kansas City (KC),14,8,2015,DEF,
Los Angeles (LAC),2,8,2015,DEF,
Los Angeles (LAR),12,8,2015,DEF,
Miami (Mia),1,8,2015,DEF,
Minnesota (Min),8,8,2015,DEF,
New England (NE),15,8,2015,DEF,
New Orleans (NO),1,8,2015,DEF,
New York (NYG),6,8,2015,DEF,
New York (NYJ),-1,8,2015,DEF,
Oakland (Oak),6,8,2015,DEF,
Philadelphia (Phi),,8,2015,DEF,
Pittsburgh (Pit),10,8,2015,DEF,
San Francisco (SF),4,8,2015,DEF,
Seattle (Sea),9,8,2015,DEF,
Tampa Bay (TB),10,8,2015,DEF,
Tennessee (Ten),4,8,2015,DEF,
Washington (Was),,8,2015,DEF,
Arizona (Ari),,9,2015,DEF,
Atlanta (Atl),5,9,2015,DEF,
Baltimore (Bal),,9,2015,DEF,
Buffalo (Buf),7,9,2015,DEF,
Carolina (Car),8,9,2015,DEF,
Chicago (Chi),8,9,2015,DEF,
Cincinnati (Cin),7,9,2015,DEF,
Cleveland (Cle),3,9,2015,DEF,
Dallas (Dal),3,9,2015,DEF,
Denver (Den),7,9,2015,DEF,
Detroit (Det),,9,2015,DEF,
Green Bay (GB),-2,9,2015,DEF,
Houston (Hou),,9,2015,DEF,
Indianapolis (Ind),5,9,2015,DEF,
Jacksonville (Jax),1,9,2015,DEF,
Kansas City (KC),,9,2015,DEF,
Los Angeles (LAC),11,9,2015,DEF,
Los Angeles (LAR),3,9,2015,DEF,
Miami (Mia),2,9,2015,DEF,
Minnesota (Min),2,9,2015,DEF,
New England (NE),9,9,2015,DEF,
New Orleans (NO),1,9,2015,DEF,
New York (NYG),13,9,2015,DEF,
New York (NYJ),14,9,2015,DEF,
Oakland (Oak),1,9,2015,DEF,
Philadelphia (Phi),12,9,2015,DEF,
Pittsburgh (Pit),4,9,2015,DEF,
San Francisco (SF),3,9,2015,DEF,
Seattle (Sea),,9,2015,DEF,
Tampa Bay (TB),4,9,2015,DEF,
Tennessee (Ten),9,9,2015,DEF,
Washington (Was),4,9,2015,DEF,
Arizona (Ari),6,10,2015,DEF,
Atlanta (Atl),,10,2015,DEF,
Baltimore (Bal),7,10,2015,DEF,
Buffalo (Buf),16,10,2015,DEF,
Carolina (Car),9,10,2015,DEF,
Chicago (Chi),9,10,2015,DEF,
Cincinnati (Cin),9,10,2015,DEF,
Cleveland (Cle),4,10,2015,DEF,
Dallas (Dal),14,10,2015,DEF,
Denver (Den),1,10,2015,DEF,
Detroit (Det),6,10,2015,DEF,
Green Bay (GB),5,10,2015,DEF,
Houston (Hou),15,10,2015,DEF,
Indianapolis (Ind),,10,2015,DEF,
Jacksonville (Jax),10,10,2015,DEF,
Kansas City (KC),21,10,2015,DEF,
Los Angeles (LAC),,10,2015,DEF,
Los Angeles (LAR),2,10,2015,DEF,
Miami (Mia),9,10,2015,DEF,
Minnesota (Min),15,10,2015,DEF,
New England (NE),11,10,2015,DEF,
New Orleans (NO),-1,10,2015,DEF,
New York (NYG),7,10,2015,DEF,
New York (NYJ),5,10,2015,DEF,
Oakland (Oak),5,10,2015,DEF,
Philadelphia (Phi),11,10,2015,DEF,
Pittsburgh (Pit),18,10,2015,DEF,
San Francisco (SF),,10,2015,DEF,
Seattle (Sea),11,10,2015,DEF,
Tampa Bay (TB),12,10,2015,DEF,
Tennessee (Ten),5,10,2015,DEF,
Washington (Was),15,10,2015,DEF,
Arizona (Ari),11,11,2015,DEF,
Atlanta (Atl),9,11,2015,DEF,
Baltimore (Bal),17,11,2015,DEF,
Buffalo (Buf),4,11,2015,DEF,
Carolina (Car),16,11,2015,DEF,
Chicago (Chi),6,11,2015,DEF,
Cincinnati (Cin),5,11,2015,DEF,
Cleveland (Cle),,11,2015,DEF,
Dallas (Dal),12,11,2015,DEF,
Denver (Den),7,11,2015,DEF,
Detroit (Det),7,11,2015,DEF,
Green Bay (GB),12,11,2015,DEF,
Houston (Hou),10,11,2015,DEF,
Indianapolis (Ind),17,11,2015,DEF,
Jacksonville (Jax),10,11,2015,DEF,
Kansas City (KC),20,11,2015,DEF,
Los Angeles (LAC),3,11,2015,DEF,
Los Angeles (LAR),6,11,2015,DEF,
Miami (Mia),7,11,2015,DEF,
Minnesota (Min),1,11,2015,DEF,
New England (NE),8,11,2015,DEF,
New Orleans (NO),,11,2015,DEF,
New York (NYG),,11,2015,DEF,
New York (NYJ),3,11,2015,DEF,
Oakland (Oak),5,11,2015,DEF,
Philadelphia (Phi),-1,11,2015,DEF,
Pittsburgh (Pit),,11,2015,DEF,
San Francisco (SF),3,11,2015,DEF,
Seattle (Sea),6,11,2015,DEF,
Tampa Bay (TB),20,11,2015,DEF,
Tennessee (Ten),9,11,2015,DEF,
Washington (Was),6,11,2015,DEF,
Arizona (Ari),10,12,2015,DEF,
Atlanta (Atl),3,12,2015,DEF,
Baltimore (Bal),16,12,2015,DEF,
Buffalo (Buf),0,12,2015,DEF,
Carolina (Car),21,12,2015,DEF,
Chicago (Chi),10,12,2015,DEF,
Cincinnati (Cin),17,12,2015,DEF,
Cleveland (Cle),9,12,2015,DEF,
Dallas (Dal),3,12,2015,DEF,
Denver (Den),5,12,2015,DEF,
Detroit (Det),9,12,2015,DEF,
Green Bay (GB),2,12,2015,DEF,
Houston (Hou),11,12,2015,DEF,
Indianapolis (Ind),11,12,2015,DEF,
Jacksonville (Jax),3,12,2015,DEF,
Kansas City (KC),5,12,2015,DEF,
Los Angeles (LAC),4,12,2015,DEF,
Los Angeles (LAR),2,12,2015,DEF,
Miami (Mia),-3,12,2015,DEF,
Minnesota (Min),12,12,2015,DEF,
New England (NE),4,12,2015,DEF,
New Orleans (NO),3,12,2015,DEF,
New York (NYG),3,12,2015,DEF,
New York (NYJ),8,12,2015,DEF,
Oakland (Oak),8,12,2015,DEF,
Philadelphia (Phi),-2,12,2015,DEF,
Pittsburgh (Pit),0,12,2015,DEF,
San Francisco (SF),2,12,2015,DEF,
Seattle (Sea),9,12,2015,DEF,
Tampa Bay (TB),5,12,2015,DEF,
Tennessee (Ten),5,12,2015,DEF,
Washington (Was),10,12,2015,DEF,
Arizona (Ari),9,13,2015,DEF,
Atlanta (Atl),5,13,2015,DEF,
Baltimore (Bal),7,13,2015,DEF,
Buffalo (Buf),4,13,2015,DEF,
Carolina (Car),5,13,2015,DEF,
Chicago (Chi),7,13,2015,DEF,
Cincinnati (Cin),16,13,2015,DEF,
Cleveland (Cle),-3,13,2015,DEF,
Dallas (Dal),6,13,2015,DEF,
Denver (Den),23,13,2015,DEF,
Detroit (Det),5,13,2015,DEF,
Green Bay (GB),5,13,2015,DEF,
Houston (Hou),0,13,2015,DEF,
Indianapolis (Ind),2,13,2015,DEF,
Jacksonville (Jax),4,13,2015,DEF,
Kansas City (KC),21,13,2015,DEF,
Los Angeles (LAC),7,13,2015,DEF,
Los Angeles (LAR),2,13,2015,DEF,
Miami (Mia),17,13,2015,DEF,
Minnesota (Min),6,13,2015,DEF,
New England (NE),4,13,2015,DEF,
New Orleans (NO),11,13,2015,DEF,
New York (NYG),11,13,2015,DEF,
New York (NYJ),6,13,2015,DEF,
Oakland (Oak),7,13,2015,DEF,
Philadelphia (Phi),27,13,2015,DEF,
Pittsburgh (Pit),21,13,2015,DEF,
San Francisco (SF),10,13,2015,DEF,
Seattle (Sea),10,13,2015,DEF,
Tampa Bay (TB),6,13,2015,DEF,
Tennessee (Ten),6,13,2015,DEF,
Washington (Was),8,13,2015,DEF,
Arizona (Ari),10,14,2015,DEF,
Atlanta (Atl),0,14,2015,DEF,
Baltimore (Bal),-2,14,2015,DEF,
Buffalo (Buf),3,14,2015,DEF,
Carolina (Car),23,14,2015,DEF,
Chicago (Chi),5,14,2015,DEF,
Cincinnati (Cin),4,14,2015,DEF,
Cleveland (Cle),13,14,2015,DEF,
Dallas (Dal),1,14,2015,DEF,
Denver (Den),7,14,2015,DEF,
Detroit (Det),6,14,2015,DEF,
Green Bay (GB),8,14,2015,DEF,
Houston (Hou),5,14,2015,DEF,
Indianapolis (Ind),9,14,2015,DEF,
Jacksonville (Jax),25,14,2015,DEF,
Kansas City (KC),16,14,2015,DEF,
Los Angeles (LAC),10,14,2015,DEF,
Los Angeles (LAR),13,14,2015,DEF,
Miami (Mia),1,14,2015,DEF,
Minnesota (Min),4,14,2015,DEF,
New England (NE),15,14,2015,DEF,
New Orleans (NO),2,14,2015,DEF,
New York (NYG),3,14,2015,DEF,
New York (NYJ),11,14,2015,DEF,
Oakland (Oak),15,14,2015,DEF,
Philadelphia (Phi),6,14,2015,DEF,
Pittsburgh (Pit),16,14,2015,DEF,
San Francisco (SF),8,14,2015,DEF,
Seattle (Sea),12,14,2015,DEF,
Tampa Bay (TB),2,14,2015,DEF,
Tennessee (Ten),0,14,2015,DEF,
Washington (Was),5,14,2015,DEF,
Arizona (Ari),17,15,2015,DEF,
Atlanta (Atl),5,15,2015,DEF,
Baltimore (Bal),3,15,2015,DEF,
