Week,Opponent_Manager_Team,Outcome,Matchup,Matchup,Manager_Team,Year
3,Teach me how to Raji,Loss,92.08 - 92.64,92.08,Cheap Vodka,2014
4,Circle Joique,Loss,75.78 - 122.42,75.78,Cheap Vodka,2014
5,Admiral Ackbar's Ass,Loss,57.84 - 82.78,57.84,Cheap Vodka,2014
6,The Strange Tamers,Win,100.46 - 80.42,100.46,Cheap Vodka,2014
7,Punts with a C,Win,86.70 - 86.24,86.7,Cheap Vodka,2014
8,Ginger Kids,Loss,79.92 - 124.28,79.92,Cheap Vodka,2014
9,Coolio Julio Hustle,Loss,41.60 - 76.66,41.6,Cheap Vodka,2014
10,The Taint Ticklers,Loss,72.00 - 106.20,72,Cheap Vodka,2014
11,SUCK MY DITKA,Win,91.14 - 81.00,91.14,Cheap Vodka,2014
12,Teach me how to Raji,Loss,81.36 - 107.02,81.36,Cheap Vodka,2014
13,Circle Joique,Win,73.42 - 58.00,73.42,Cheap Vodka,2014
2,Cheap Vodka,Win,102.48 - 93.24,102.48,SUCK MY DITKA,2014
3,The Taint Ticklers,Win,94.22 - 92.32,94.22,SUCK MY DITKA,2014
4,Teach me how to Raji,Win,86.68 - 81.82,86.68,SUCK MY DITKA,2014
5,Circle Joique,Win,82.84 - 52.44,82.84,SUCK MY DITKA,2014
6,Admiral Ackbar's Ass,Loss,93.54 - 103.10,93.54,SUCK MY DITKA,2014
7,The Strange Tamers,Win,112.20 - 84.30,112.2,SUCK MY DITKA,2014
8,Punts with a C,Win,155.84 - 114.66,155.84,SUCK MY DITKA,2014
9,Ginger Kids,Win,111.38 - 41.10,111.38,SUCK MY DITKA,2014
10,Coolio Julio Hustle,Win,100.38 - 60.48,100.38,SUCK MY DITKA,2014
11,Cheap Vodka,Loss,81.00 - 91.14,81,SUCK MY DITKA,2014
12,The Taint Ticklers,Win,115.40 - 112.78,115.4,SUCK MY DITKA,2014
13,Teach me how to Raji,Win,156.98 - 114.74,156.98,SUCK MY DITKA,2014
2,Coolio Julio Hustle,Loss,59.34 - 111.98,59.34,Teach me how to Raji,2014
3,Cheap Vodka,Win,92.64 - 92.08,92.64,Teach me how to Raji,2014
4,SUCK MY DITKA,Loss,81.82 - 86.68,81.82,Teach me how to Raji,2014
5,The Taint Ticklers,Loss,88.14 - 156.96,88.14,Teach me how to Raji,2014
6,Circle Joique,Win,69.34 - 58.40,69.34,Teach me how to Raji,2014
7,Admiral Ackbar's Ass,Loss,63.22 - 103.56,63.22,Teach me how to Raji,2014
8,The Strange Tamers,Win,100.82 - 89.04,100.82,Teach me how to Raji,2014
9,Punts with a C,Loss,51.50 - 101.82,51.5,Teach me how to Raji,2014
10,Ginger Kids,Loss,67.56 - 96.78,67.56,Teach me how to Raji,2014
11,Coolio Julio Hustle,Win,83.22 - 73.72,83.22,Teach me how to Raji,2014
12,Cheap Vodka,Win,107.02 - 81.36,107.02,Teach me how to Raji,2014
13,SUCK MY DITKA,Loss,114.74 - 156.98,114.74,Teach me how to Raji,2014
2,Ginger Kids,Win,125.34 - 118.84,125.34,Circle Joique,2014
3,Coolio Julio Hustle,Loss,37.04 - 138.92,37.04,Circle Joique,2014
4,Cheap Vodka,Win,122.42 - 75.78,122.42,Circle Joique,2014
5,SUCK MY DITKA,Loss,52.44 - 82.84,52.44,Circle Joique,2014
6,Teach me how to Raji,Loss,58.40 - 69.34,58.4,Circle Joique,2014
7,The Taint Ticklers,Loss,64.76 - 102.42,64.76,Circle Joique,2014
8,Admiral Ackbar's Ass,Loss,61.70 - 128.00,61.7,Circle Joique,2014
9,The Strange Tamers,Loss,33.20 - 78.52,33.2,Circle Joique,2014
10,Punts with a C,Loss,78.70 - 104.30,78.7,Circle Joique,2014
11,Ginger Kids,Loss,68.92 - 118.50,68.92,Circle Joique,2014
12,Coolio Julio Hustle,Loss,68.86 - 91.34,68.86,Circle Joique,2014
13,Cheap Vodka,Loss,58.00 - 73.42,58,Circle Joique,2014
2,The Strange Tamers,Win,85.18 - 44.94,85.18,The Taint Ticklers,2014
3,SUCK MY DITKA,Loss,92.32 - 94.22,92.32,The Taint Ticklers,2014
4,Punts with a C,Win,85.82 - 60.66,85.82,The Taint Ticklers,2014
5,Teach me how to Raji,Win,156.96 - 88.14,156.96,The Taint Ticklers,2014
6,Ginger Kids,Loss,97.88 - 121.44,97.88,The Taint Ticklers,2014
7,Circle Joique,Win,102.42 - 64.76,102.42,The Taint Ticklers,2014
8,Coolio Julio Hustle,Win,166.74 - 68.96,166.74,The Taint Ticklers,2014
9,Admiral Ackbar's Ass,Win,140.32 - 84.86,140.32,The Taint Ticklers,2014
10,Cheap Vodka,Win,106.20 - 72.00,106.2,The Taint Ticklers,2014
11,The Strange Tamers,Win,111.36 - 50.88,111.36,The Taint Ticklers,2014
12,SUCK MY DITKA,Loss,112.78 - 115.40,112.78,The Taint Ticklers,2014
13,Punts with a C,Win,101.76 - 72.80,101.76,The Taint Ticklers,2014
Playoffs Qtr,Coolio Julio Hustle,Win,123.2 - 113.02,123.2,Ginger Kids,2014
Playoffs Qtr,Ginger Kids,Loss,113.02 - 123.2,113.02,Coolio Julio Hustle,2014
Playoffs Qtr,Teach me how to Raji,Loss,85.62 - 94.8,85.62,The Taint Ticklers,2014
Playoffs Qtr,The Taint Ticklers,Win,94.8 - 85.62,94.8,Teach me how to Raji,2014
Playoffs Semi,Ginger Kids,Win,94.3 - 92.16,94.3,SUCK MY DITKA,2014
Playoffs Semi,SUCK MY DITKA,Loss,92.16 - 94.3,92.16,Ginger Kids,2014
Playoffs Semi,Admiral Ackbar's Ass,Loss,77.1 - 79.58,77.1,Teach me how to Raji,2014
Playoffs Semi,Teach me how to Raji,Win,79.58 - 77.1,79.58,Admiral Ackbar's Ass,2014
Playoffs 5th,The Taint Ticklers,Loss,59.52 - 91.42,59.52,Coolio Julio Hustle,2014
Playoffs 5th,Coolio Julio Hustle,Win,91.42 - 59.52,91.42,The Taint Ticklers,2014
Playoffs Champ,Admiral Ackbar's Ass,Win,99.72 - 59.76,99.72,SUCK MY DITKA,2014
Playoffs Champ,SUCK MY DITKA,Loss,59.76 - 99.72,59.76,Admiral Ackbar's Ass,2014
Playoffs 3rd,Teach me how to Raji,Win,130.92 - 82.78,130.92,Ginger Kids,2014
Playoffs 3rd,Ginger Kids,Loss,82.78 - 130.92,82.78,Teach me how to Raji,2014
Consolation Semi,Circle Joique,Win,117.18 - 52.02,117.18,Punts with a C,2014
Consolation Semi,Punts with a C,Loss,52.02 - 117.18,52.02,Circle Joique,2014
Consolation Semi,Cheap Vodka,Win,79.54 - 63.9,79.54,The Strange Tamers,2014
Consolation Semi,The Strange Tamers,Loss,63.9 - 79.54,63.9,Cheap Vodka,2014
Consolation Champ,The Strange Tamers,Win,75.28 - 60.4,75.28,Punts with a C,2014
Consolation Champ,Punts with a C,Loss,60.4 - 75.28,60.4,The Strange Tamers,2014
Consolation 9th,Cheap Vodka,Loss,64.32 - 86.72,64.32,Circle Joique,2014
Consolation 9th,Circle Joique,Win,86.72 - 64.32,86.72,Cheap Vodka,2014
